(MMTM_code) PS C:\黄琬婷\作业2\作业2\作业2\FCN分割算法> python train.py
Setting up a new session...
C:\Users\bb009\anaconda3\envs\MMTM_code\lib\site-packages\torchvision\models\_utils.py:208: UserWarning: The parameter 'pretrained' is deprecated since 0.13 and may be removed in the future, please use 'weights' instead.
  warnings.warn(
C:\Users\bb009\anaconda3\envs\MMTM_code\lib\site-packages\torchvision\models\_utils.py:223: UserWarning: Arguments other than a weight enum or `None` for 'weights' are deprecated since 0.13 and may be removed in the future. The current behavior is equivalent to passing `weights=VGG19_Weights.IMAGENET1K_V1`. You can also use `weights=VGG19_Weights.DEFAULT` to get the most up-to-date weights.
  warnings.warn(msg)
Downloading: "https://download.pytorch.org/models/vgg19-dcbb9e9d.pth" to C:\Users\bb009/.cache\torch\hub\checkpoints\vgg19-dcbb9e9d.pth
100%|███████████████████████████████████████████████████████████████████████████████████████████████████████████| 548M/548M [00:56<00:00, 10.2MB/s]
epoch 78, 195/540,train loss is 0.017031464725732803
epoch 78, 210/540,train loss is 0.006764555815607309
epoch 78, 225/540,train loss is 0.011707337573170662
epoch 78, 240/540,train loss is 0.014223592355847359
epoch 78, 255/540,train loss is 0.018758486956357956
epoch 78, 270/540,train loss is 0.01944465935230255
epoch 78, 285/540,train loss is 0.011508802883327007
epoch 78, 300/540,train loss is 0.007965488359332085
epoch 78, 315/540,train loss is 0.015259353443980217
epoch 78, 330/540,train loss is 0.006381241139024496
epoch 78, 345/540,train loss is 0.02507762424647808
epoch 78, 360/540,train loss is 0.019895002245903015
epoch 78, 375/540,train loss is 0.008001405745744705
epoch 78, 390/540,train loss is 0.009895963594317436
epoch 78, 405/540,train loss is 0.017108529806137085
epoch 78, 420/540,train loss is 0.013421745039522648
epoch 78, 435/540,train loss is 0.01154231559485197
epoch 78, 450/540,train loss is 0.013474120758473873
epoch 78, 465/540,train loss is 0.009739575907588005
epoch 78, 480/540,train loss is 0.011934497393667698
epoch 78, 495/540,train loss is 0.0131261320784688
epoch 78, 510/540,train loss is 0.011395035311579704
epoch 78, 525/540,train loss is 0.016982877627015114
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.016149, epoch test loss = 0.163097, Time 00:00:40
epoch 79, 0/540,train loss is 0.011856510303914547
epoch 79, 15/540,train loss is 0.011188426055014133
epoch 79, 30/540,train loss is 0.012694538570940495
epoch 79, 45/540,train loss is 0.018082361668348312
epoch 79, 60/540,train loss is 0.018666472285985947
epoch 79, 75/540,train loss is 0.01804318092763424
epoch 79, 90/540,train loss is 0.01804862730205059
epoch 79, 105/540,train loss is 0.013089874759316444
epoch 79, 120/540,train loss is 0.00933144148439169
epoch 79, 135/540,train loss is 0.7620278596878052
epoch 79, 150/540,train loss is 0.008592152036726475
epoch 79, 165/540,train loss is 0.011844129301607609
epoch 79, 180/540,train loss is 0.006384862121194601
epoch 79, 195/540,train loss is 0.013345927931368351
epoch 79, 210/540,train loss is 0.021961409598588943
epoch 79, 225/540,train loss is 0.007773196324706078
epoch 79, 240/540,train loss is 0.022850679233670235
epoch 79, 255/540,train loss is 0.0093659907579422
epoch 79, 270/540,train loss is 0.014352578669786453
epoch 79, 285/540,train loss is 0.011713728308677673
epoch 79, 300/540,train loss is 0.009354264475405216
epoch 79, 315/540,train loss is 0.01625669375061989
epoch 79, 330/540,train loss is 0.009681371971964836
epoch 79, 345/540,train loss is 0.0034646373242139816
epoch 79, 360/540,train loss is 0.017419008538126945
epoch 79, 375/540,train loss is 0.019803134724497795
epoch 79, 390/540,train loss is 0.004149072803556919
epoch 79, 405/540,train loss is 0.01223869901150465
epoch 79, 420/540,train loss is 0.01236630417406559
epoch 79, 435/540,train loss is 0.007431758567690849
epoch 79, 450/540,train loss is 0.01913120038807392
epoch 79, 465/540,train loss is 0.01674506440758705
epoch 79, 480/540,train loss is 0.01947728917002678
epoch 79, 495/540,train loss is 0.013433733955025673
epoch 79, 510/540,train loss is 0.009846661239862442
epoch 79, 525/540,train loss is 0.00792644266039133
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.015994, epoch test loss = 0.178414, Time 00:00:40
epoch 80, 0/540,train loss is 0.011203651316463947
epoch 80, 15/540,train loss is 0.010859165340662003
epoch 80, 30/540,train loss is 0.01611931622028351
epoch 80, 45/540,train loss is 0.008747292682528496
epoch 80, 60/540,train loss is 0.00904088094830513
epoch 80, 75/540,train loss is 0.006784090772271156
epoch 80, 90/540,train loss is 0.020577367395162582
epoch 80, 105/540,train loss is 0.01668691076338291
epoch 80, 120/540,train loss is 0.040446534752845764
epoch 80, 135/540,train loss is 0.012574460357427597
epoch 80, 150/540,train loss is 0.02068849466741085
epoch 80, 165/540,train loss is 0.016822731122374535
epoch 80, 180/540,train loss is 0.023138100281357765
epoch 80, 195/540,train loss is 0.01003000233322382
epoch 80, 210/540,train loss is 0.009865081869065762
epoch 80, 225/540,train loss is 0.01814761944115162
epoch 80, 240/540,train loss is 0.01740444451570511
epoch 80, 255/540,train loss is 0.013582233339548111
epoch 80, 270/540,train loss is 0.011675283312797546
epoch 80, 285/540,train loss is 0.02176775597035885
epoch 80, 300/540,train loss is 0.011202962137758732
epoch 80, 315/540,train loss is 0.021875279024243355
epoch 80, 330/540,train loss is 0.013739500194787979
epoch 80, 345/540,train loss is 0.005954273976385593
epoch 80, 360/540,train loss is 0.012246795929968357
epoch 80, 375/540,train loss is 0.014257460832595825
epoch 80, 390/540,train loss is 0.017411736771464348
epoch 80, 405/540,train loss is 0.024177875369787216
epoch 80, 420/540,train loss is 0.024298610165715218
epoch 80, 435/540,train loss is 0.0128205930814147
epoch 80, 450/540,train loss is 0.00969693809747696
epoch 80, 465/540,train loss is 0.0180527213960886
epoch 80, 480/540,train loss is 0.012684631161391735
epoch 80, 495/540,train loss is 0.01351060438901186
epoch 80, 510/540,train loss is 0.011947862803936005
epoch 80, 525/540,train loss is 0.00767908152192831
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.015865, epoch test loss = 0.162890, Time 00:00:40
saveing checkpoints/fcn_model_80.pt
epoch 81, 0/540,train loss is 0.013073844835162163
epoch 81, 15/540,train loss is 0.010174930095672607
epoch 81, 30/540,train loss is 0.014850524254143238
epoch 81, 45/540,train loss is 0.026291364803910255
epoch 81, 60/540,train loss is 0.008284041658043861
epoch 81, 75/540,train loss is 0.012306556105613708
epoch 81, 90/540,train loss is 0.010606477037072182
epoch 81, 105/540,train loss is 0.008106282912194729
epoch 81, 120/540,train loss is 0.010995077900588512
epoch 81, 135/540,train loss is 0.017775803804397583
epoch 81, 150/540,train loss is 0.008221868425607681
epoch 81, 165/540,train loss is 0.009222825989127159
epoch 81, 180/540,train loss is 0.011137670837342739
epoch 81, 195/540,train loss is 0.01941724307835102
epoch 81, 210/540,train loss is 0.011221558786928654
epoch 81, 225/540,train loss is 0.014370165765285492
epoch 81, 240/540,train loss is 0.012494854629039764
epoch 81, 255/540,train loss is 0.023434119299054146
epoch 81, 270/540,train loss is 0.006550965365022421
epoch 81, 285/540,train loss is 0.005941321142017841
epoch 81, 300/540,train loss is 0.025109661743044853
epoch 81, 315/540,train loss is 0.008311539888381958
epoch 81, 330/540,train loss is 0.014345495030283928
epoch 81, 345/540,train loss is 0.02467869035899639
epoch 81, 360/540,train loss is 0.01727261207997799
epoch 81, 375/540,train loss is 0.008355324156582355
epoch 81, 390/540,train loss is 0.012024180963635445
epoch 81, 405/540,train loss is 0.017366070300340652
epoch 81, 420/540,train loss is 0.021855553612113
epoch 81, 435/540,train loss is 0.02443500980734825
epoch 81, 450/540,train loss is 0.014322726055979729
epoch 81, 465/540,train loss is 0.0054186307825148106
epoch 81, 480/540,train loss is 0.006116280797868967
epoch 81, 495/540,train loss is 0.003835122101008892
epoch 81, 510/540,train loss is 0.013206563889980316
epoch 81, 525/540,train loss is 0.01765158586204052
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.015859, epoch test loss = 0.176534, Time 00:00:40
epoch 82, 0/540,train loss is 0.022845091298222542
epoch 82, 15/540,train loss is 0.026253387331962585
epoch 82, 30/540,train loss is 0.022221019491553307
epoch 82, 45/540,train loss is 0.02096710354089737
epoch 82, 60/540,train loss is 0.012219490483403206
epoch 82, 75/540,train loss is 0.010461940430104733
epoch 82, 90/540,train loss is 0.006342817563563585
epoch 82, 105/540,train loss is 0.008789605461061
epoch 82, 120/540,train loss is 0.020331885665655136
epoch 82, 135/540,train loss is 0.007327300030738115
epoch 82, 150/540,train loss is 0.009483471512794495
epoch 82, 165/540,train loss is 0.02041480503976345
epoch 82, 180/540,train loss is 0.011193270795047283
epoch 82, 195/540,train loss is 0.02134971134364605
epoch 82, 210/540,train loss is 0.008704744279384613
epoch 82, 225/540,train loss is 0.018948012962937355
epoch 82, 240/540,train loss is 0.009413929656147957
epoch 82, 255/540,train loss is 0.00796863529831171
epoch 82, 270/540,train loss is 0.009978172369301319
epoch 82, 285/540,train loss is 0.019455093890428543
epoch 82, 300/540,train loss is 0.022701362147927284
epoch 82, 315/540,train loss is 0.015813497826457024
epoch 82, 330/540,train loss is 0.007646644022315741
epoch 82, 345/540,train loss is 0.01241231057792902
epoch 82, 360/540,train loss is 0.01192318182438612
epoch 82, 375/540,train loss is 0.017570968717336655
epoch 82, 390/540,train loss is 0.021932516247034073
epoch 82, 405/540,train loss is 0.020363807678222656
epoch 82, 420/540,train loss is 0.00915059819817543
epoch 82, 435/540,train loss is 0.023507408797740936
epoch 82, 450/540,train loss is 0.017945775762200356
epoch 82, 465/540,train loss is 0.0076907724142074585
epoch 82, 480/540,train loss is 0.008292916230857372
epoch 82, 495/540,train loss is 0.012187985703349113
epoch 82, 510/540,train loss is 0.010508918203413486
epoch 82, 525/540,train loss is 0.01211064588278532
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.016090, epoch test loss = 0.164746, Time 00:00:40
epoch 83, 0/540,train loss is 0.006681723054498434
epoch 83, 15/540,train loss is 0.01196696050465107
epoch 83, 30/540,train loss is 0.009298138320446014
epoch 83, 45/540,train loss is 0.012448753230273724
epoch 83, 60/540,train loss is 0.01999562233686447
epoch 83, 75/540,train loss is 0.020553093403577805
epoch 83, 90/540,train loss is 0.011590855196118355
epoch 83, 105/540,train loss is 0.012299883179366589
epoch 83, 120/540,train loss is 0.013734223321080208
epoch 83, 135/540,train loss is 0.008620076812803745
epoch 83, 150/540,train loss is 0.02133053168654442
epoch 83, 165/540,train loss is 0.026270810514688492
epoch 83, 180/540,train loss is 0.026182422414422035
epoch 83, 195/540,train loss is 0.014288291335105896
epoch 83, 210/540,train loss is 0.008045696653425694
epoch 83, 225/540,train loss is 0.019848167896270752
epoch 83, 240/540,train loss is 0.009074005298316479
epoch 83, 255/540,train loss is 0.006223748903721571
epoch 83, 270/540,train loss is 0.010249556973576546
epoch 83, 285/540,train loss is 0.014227127656340599
epoch 83, 300/540,train loss is 0.011826099827885628
epoch 83, 315/540,train loss is 0.01293058879673481
epoch 83, 330/540,train loss is 0.01700623519718647
epoch 83, 345/540,train loss is 0.012933208607137203
epoch 83, 360/540,train loss is 0.019667768850922585
epoch 83, 375/540,train loss is 0.005754256621003151
epoch 83, 390/540,train loss is 0.015441998839378357
epoch 83, 405/540,train loss is 0.021849222481250763
epoch 83, 420/540,train loss is 0.04623265936970711
epoch 83, 435/540,train loss is 0.012880024500191212
epoch 83, 450/540,train loss is 0.008013060316443443
epoch 83, 465/540,train loss is 0.011948165483772755
epoch 83, 480/540,train loss is 0.00874837301671505
epoch 83, 495/540,train loss is 0.02180410735309124
epoch 83, 510/540,train loss is 0.003894772380590439
epoch 83, 525/540,train loss is 0.014774166978895664
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.016169, epoch test loss = 0.176930, Time 00:00:40
epoch 84, 0/540,train loss is 0.025210360065102577
epoch 84, 15/540,train loss is 0.009098491631448269
epoch 84, 30/540,train loss is 0.00816621258854866
epoch 84, 45/540,train loss is 0.014507834799587727
epoch 84, 60/540,train loss is 0.013085843995213509
epoch 84, 75/540,train loss is 0.010695192962884903
epoch 84, 90/540,train loss is 0.02181783691048622
epoch 84, 105/540,train loss is 0.016069360077381134
epoch 84, 120/540,train loss is 0.016798503696918488
epoch 84, 135/540,train loss is 0.022587165236473083
epoch 84, 150/540,train loss is 0.010054145008325577
epoch 84, 165/540,train loss is 0.009302815422415733
epoch 84, 180/540,train loss is 0.0064421724528074265
epoch 84, 195/540,train loss is 0.017924219369888306
epoch 84, 210/540,train loss is 0.015360531397163868
epoch 84, 225/540,train loss is 0.022410118952393532
epoch 84, 240/540,train loss is 0.009884024038910866
epoch 84, 255/540,train loss is 0.012406089343130589
epoch 84, 270/540,train loss is 0.024780072271823883
epoch 84, 285/540,train loss is 0.014527637511491776
epoch 84, 300/540,train loss is 0.009635362774133682
epoch 84, 315/540,train loss is 0.0198996439576149
epoch 84, 330/540,train loss is 0.017428580671548843
epoch 84, 345/540,train loss is 0.009382949210703373
epoch 84, 360/540,train loss is 0.01160643994808197
epoch 84, 375/540,train loss is 0.012576906010508537
epoch 84, 390/540,train loss is 0.0048556555993855
epoch 84, 405/540,train loss is 0.010861961171030998
epoch 84, 420/540,train loss is 0.006351633463054895
epoch 84, 435/540,train loss is 0.009564254432916641
epoch 84, 450/540,train loss is 0.014692511409521103
epoch 84, 465/540,train loss is 0.01576692797243595
epoch 84, 480/540,train loss is 0.005538649391382933
epoch 84, 495/540,train loss is 0.009414504282176495
epoch 84, 510/540,train loss is 0.016547691076993942
epoch 84, 525/540,train loss is 0.010880555026233196
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.015799, epoch test loss = 0.188198, Time 00:00:40
epoch 85, 0/540,train loss is 0.017256204038858414
epoch 85, 15/540,train loss is 0.009617729112505913
epoch 85, 30/540,train loss is 0.01679026149213314
epoch 85, 45/540,train loss is 0.005132175981998444
epoch 85, 60/540,train loss is 0.016246294602751732
epoch 85, 75/540,train loss is 0.01059422455728054
epoch 85, 90/540,train loss is 0.018921207636594772
epoch 85, 105/540,train loss is 0.007509078364819288
epoch 85, 120/540,train loss is 0.013210969045758247
epoch 85, 135/540,train loss is 0.01772231236100197
epoch 85, 150/540,train loss is 0.008261451497673988
epoch 85, 165/540,train loss is 0.01644224300980568
epoch 85, 180/540,train loss is 0.01264233235269785
epoch 85, 195/540,train loss is 0.010690588504076004
epoch 85, 210/540,train loss is 0.012506043538451195
epoch 85, 225/540,train loss is 0.010718799196183681
epoch 85, 240/540,train loss is 0.011620755307376385
epoch 85, 255/540,train loss is 0.011037109419703484
epoch 85, 270/540,train loss is 0.02252427116036415
epoch 85, 285/540,train loss is 0.010699243284761906
epoch 85, 300/540,train loss is 0.017907144501805305
epoch 85, 315/540,train loss is 0.009234347380697727
epoch 85, 330/540,train loss is 0.014963492751121521
epoch 85, 345/540,train loss is 0.016074175015091896
epoch 85, 360/540,train loss is 0.010810516774654388
epoch 85, 375/540,train loss is 0.060655757784843445
epoch 85, 390/540,train loss is 0.013329978100955486
epoch 85, 405/540,train loss is 0.009617075324058533
epoch 85, 420/540,train loss is 0.021416911855340004
epoch 85, 435/540,train loss is 0.009686542674899101
epoch 85, 450/540,train loss is 0.010987543500959873
epoch 85, 465/540,train loss is 0.012866232544183731
epoch 85, 480/540,train loss is 0.010893034748733044
epoch 85, 495/540,train loss is 0.010375571437180042
epoch 85, 510/540,train loss is 0.021902384236454964
epoch 85, 525/540,train loss is 0.01754206232726574
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.015607, epoch test loss = 0.153616, Time 00:00:40
saveing checkpoints/fcn_model_85.pt
epoch 86, 0/540,train loss is 0.003242350183427334
epoch 86, 15/540,train loss is 0.01427705492824316
epoch 86, 30/540,train loss is 0.011094246059656143
epoch 86, 45/540,train loss is 0.01109376922249794
epoch 86, 60/540,train loss is 0.00928560458123684
epoch 86, 75/540,train loss is 0.022507989779114723
epoch 86, 90/540,train loss is 0.014729167334735394
epoch 86, 105/540,train loss is 0.006938600912690163
epoch 86, 120/540,train loss is 0.01030901912599802
epoch 86, 135/540,train loss is 0.013262328691780567
epoch 86, 150/540,train loss is 0.008356809616088867
epoch 86, 165/540,train loss is 0.013736125081777573
epoch 86, 180/540,train loss is 0.07137098163366318
epoch 86, 195/540,train loss is 0.019407285377383232
epoch 86, 210/540,train loss is 0.023135198280215263
epoch 86, 225/540,train loss is 0.010069009847939014
epoch 86, 240/540,train loss is 0.012900018133223057
epoch 86, 255/540,train loss is 0.02237660065293312
epoch 86, 270/540,train loss is 0.019367048516869545
epoch 86, 285/540,train loss is 0.007711213547736406
epoch 86, 300/540,train loss is 0.007180248387157917
epoch 86, 315/540,train loss is 0.010977942496538162
epoch 86, 330/540,train loss is 0.02365005388855934
epoch 86, 345/540,train loss is 0.007622040342539549
epoch 86, 360/540,train loss is 0.012420614250004292
epoch 86, 375/540,train loss is 0.010570351965725422
epoch 86, 390/540,train loss is 0.009711828082799911
epoch 86, 405/540,train loss is 0.00840293150395155
epoch 86, 420/540,train loss is 0.016398997977375984
epoch 86, 435/540,train loss is 0.018495840951800346
epoch 86, 450/540,train loss is 0.004677001386880875
epoch 86, 465/540,train loss is 0.011044010519981384
epoch 86, 480/540,train loss is 0.010903730988502502
epoch 86, 495/540,train loss is 0.007460569962859154
epoch 86, 510/540,train loss is 0.027197346091270447
epoch 86, 525/540,train loss is 0.008817881345748901
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.015248, epoch test loss = 0.172367, Time 00:00:40
epoch 87, 0/540,train loss is 0.006491724867373705
epoch 87, 15/540,train loss is 0.004980108700692654
epoch 87, 30/540,train loss is 0.015394613146781921
epoch 87, 45/540,train loss is 0.023788290098309517
epoch 87, 60/540,train loss is 0.021652858704328537
epoch 87, 75/540,train loss is 0.008101078681647778
epoch 87, 90/540,train loss is 0.008466904982924461
epoch 87, 105/540,train loss is 0.002757001668214798
epoch 87, 120/540,train loss is 0.009908216074109077
epoch 87, 135/540,train loss is 0.021041933447122574
epoch 87, 150/540,train loss is 0.004758590366691351
epoch 87, 165/540,train loss is 0.016889899969100952
epoch 87, 180/540,train loss is 0.01950264349579811
epoch 87, 195/540,train loss is 0.009378026239573956
epoch 87, 210/540,train loss is 0.0063426801934838295
epoch 87, 225/540,train loss is 0.012727435678243637
epoch 87, 240/540,train loss is 0.01626553013920784
epoch 87, 255/540,train loss is 0.0067391833290457726
epoch 87, 270/540,train loss is 0.005975707434117794
epoch 87, 285/540,train loss is 0.008937994949519634
epoch 87, 300/540,train loss is 0.021982530131936073
epoch 87, 315/540,train loss is 0.010296103544533253
epoch 87, 330/540,train loss is 0.016364429146051407
epoch 87, 345/540,train loss is 0.010760338045656681
epoch 87, 360/540,train loss is 0.0091718640178442
epoch 87, 375/540,train loss is 0.01037873700261116
epoch 87, 390/540,train loss is 0.012697211466729641
epoch 87, 405/540,train loss is 0.01883375272154808
epoch 87, 420/540,train loss is 0.0047859447076916695
epoch 87, 435/540,train loss is 0.016114473342895508
epoch 87, 450/540,train loss is 0.012907459400594234
epoch 87, 465/540,train loss is 0.020372577011585236
epoch 87, 480/540,train loss is 0.005019471514970064
epoch 87, 495/540,train loss is 0.008460083045065403
epoch 87, 510/540,train loss is 0.011737358756363392
epoch 87, 525/540,train loss is 0.008166581392288208
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.015047, epoch test loss = 0.161871, Time 00:00:39
epoch 88, 0/540,train loss is 0.02671303227543831
epoch 88, 15/540,train loss is 0.02493622712790966
epoch 88, 30/540,train loss is 0.01804526150226593
epoch 88, 45/540,train loss is 0.011508704163134098
epoch 88, 60/540,train loss is 0.020201392471790314
epoch 88, 75/540,train loss is 0.005590731278061867
epoch 88, 90/540,train loss is 0.01727263443171978
epoch 88, 105/540,train loss is 0.018022848293185234
epoch 88, 120/540,train loss is 0.0029371476266533136
epoch 88, 135/540,train loss is 0.010007071308791637
epoch 88, 150/540,train loss is 0.012231179513037205
epoch 88, 165/540,train loss is 0.010288229212164879
epoch 88, 180/540,train loss is 0.014768575318157673
epoch 88, 195/540,train loss is 0.009504707530140877
epoch 88, 210/540,train loss is 0.006849742494523525
epoch 88, 225/540,train loss is 0.017252279445528984
epoch 88, 240/540,train loss is 0.00978273805230856
epoch 88, 255/540,train loss is 0.010097152553498745
epoch 88, 270/540,train loss is 0.01618162728846073
epoch 88, 285/540,train loss is 0.006279909983277321
epoch 88, 300/540,train loss is 0.010352916084229946
epoch 88, 315/540,train loss is 0.04208816587924957
epoch 88, 330/540,train loss is 0.0085595166310668
epoch 88, 345/540,train loss is 0.018166620284318924
epoch 88, 360/540,train loss is 0.00971665047109127
epoch 88, 375/540,train loss is 0.019524123519659042
epoch 88, 390/540,train loss is 0.010059050284326077
epoch 88, 405/540,train loss is 0.01844826713204384
epoch 88, 420/540,train loss is 0.009238478727638721
epoch 88, 435/540,train loss is 0.01722479984164238
epoch 88, 450/540,train loss is 0.014358379878103733
epoch 88, 465/540,train loss is 0.009447220712900162
epoch 88, 480/540,train loss is 0.0052512288093566895
epoch 88, 495/540,train loss is 0.005657626315951347
epoch 88, 510/540,train loss is 0.012740345671772957
epoch 88, 525/540,train loss is 0.01217779703438282
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.014918, epoch test loss = 0.179518, Time 00:00:40
epoch 89, 0/540,train loss is 0.017956914380192757
epoch 89, 15/540,train loss is 0.010889382101595402
epoch 89, 30/540,train loss is 0.01996481791138649
epoch 89, 45/540,train loss is 0.017280180007219315
epoch 89, 60/540,train loss is 0.016849875450134277
epoch 89, 75/540,train loss is 0.005695045925676823
epoch 89, 90/540,train loss is 0.006434583570808172
epoch 89, 105/540,train loss is 0.017651770263910294
epoch 89, 120/540,train loss is 0.005616312380880117
epoch 89, 135/540,train loss is 0.012915481813251972
epoch 89, 150/540,train loss is 0.018013715744018555
epoch 89, 165/540,train loss is 0.007926351390779018
epoch 89, 180/540,train loss is 0.009706040844321251
epoch 89, 195/540,train loss is 0.009515693411231041
epoch 89, 210/540,train loss is 0.00988159328699112
epoch 89, 225/540,train loss is 0.009549492038786411
epoch 89, 240/540,train loss is 0.007308269385248423
epoch 89, 255/540,train loss is 0.017851779237389565
epoch 89, 270/540,train loss is 0.018437087535858154
epoch 89, 285/540,train loss is 0.010400664992630482
epoch 89, 300/540,train loss is 0.01586170867085457
epoch 89, 315/540,train loss is 0.009913739748299122
epoch 89, 330/540,train loss is 0.005232511553913355
epoch 89, 345/540,train loss is 0.02347724884748459
epoch 89, 360/540,train loss is 0.020156018435955048
epoch 89, 375/540,train loss is 0.01226393785327673
epoch 89, 390/540,train loss is 0.013191168196499348
epoch 89, 405/540,train loss is 0.007847617380321026
epoch 89, 420/540,train loss is 0.010986926034092903
epoch 89, 435/540,train loss is 0.006915101781487465
epoch 89, 450/540,train loss is 0.021465186029672623
epoch 89, 465/540,train loss is 0.011315307579934597
epoch 89, 480/540,train loss is 0.007666826248168945
epoch 89, 495/540,train loss is 0.02180423215031624
epoch 89, 510/540,train loss is 0.013377998024225235
epoch 89, 525/540,train loss is 0.00803001131862402
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.014854, epoch test loss = 0.166591, Time 00:00:40
epoch 90, 0/540,train loss is 0.007786464411765337
epoch 90, 15/540,train loss is 0.011427726596593857
epoch 90, 30/540,train loss is 0.017121486365795135
epoch 90, 45/540,train loss is 0.013871539384126663
epoch 90, 60/540,train loss is 0.021140241995453835
epoch 90, 75/540,train loss is 0.01014323253184557
epoch 90, 90/540,train loss is 0.011649174615740776
epoch 90, 105/540,train loss is 0.009575990960001945
epoch 90, 120/540,train loss is 0.016574684530496597
epoch 90, 135/540,train loss is 0.007722335867583752
epoch 90, 150/540,train loss is 0.011807158589363098
epoch 90, 165/540,train loss is 0.018905745819211006
epoch 90, 180/540,train loss is 0.005351000465452671
epoch 90, 195/540,train loss is 0.007044848054647446
epoch 90, 210/540,train loss is 0.009889649227261543
epoch 90, 225/540,train loss is 0.004870873410254717
epoch 90, 240/540,train loss is 0.009170529432594776
epoch 90, 255/540,train loss is 0.010719764977693558
epoch 90, 270/540,train loss is 0.004494541324675083
epoch 90, 285/540,train loss is 0.007311493158340454
epoch 90, 300/540,train loss is 0.008901520632207394
epoch 90, 315/540,train loss is 0.017147015780210495
epoch 90, 330/540,train loss is 0.011207019910216331
epoch 90, 345/540,train loss is 0.014047439210116863
epoch 90, 360/540,train loss is 0.013212393969297409
epoch 90, 375/540,train loss is 0.04092760011553764
epoch 90, 390/540,train loss is 0.022508492693305016
epoch 90, 405/540,train loss is 0.6883463859558105
epoch 90, 420/540,train loss is 0.011601545847952366
epoch 90, 435/540,train loss is 0.010943591594696045
epoch 90, 450/540,train loss is 0.009246810339391232
epoch 90, 465/540,train loss is 0.006298588588833809
epoch 90, 480/540,train loss is 0.020529629662632942
epoch 90, 495/540,train loss is 0.010305218398571014
epoch 90, 510/540,train loss is 0.013348915614187717
epoch 90, 525/540,train loss is 0.014986545778810978
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.014813, epoch test loss = 0.181206, Time 00:00:40
saveing checkpoints/fcn_model_90.pt
epoch 91, 0/540,train loss is 0.005129816941916943
epoch 91, 15/540,train loss is 0.023209528997540474
epoch 91, 30/540,train loss is 0.01076233759522438
epoch 91, 45/540,train loss is 0.011784316971898079
epoch 91, 60/540,train loss is 0.010738015174865723
epoch 91, 75/540,train loss is 0.00978812761604786
epoch 91, 90/540,train loss is 0.010631677694618702
epoch 91, 105/540,train loss is 0.010950728319585323
epoch 91, 120/540,train loss is 0.012556289322674274
epoch 91, 135/540,train loss is 0.018419506028294563
epoch 91, 150/540,train loss is 0.025349890813231468
epoch 91, 165/540,train loss is 0.017586600035429
epoch 91, 180/540,train loss is 0.010462178848683834
epoch 91, 195/540,train loss is 0.02009131945669651
epoch 91, 210/540,train loss is 0.01630723848938942
epoch 91, 225/540,train loss is 0.015553011558949947
epoch 91, 240/540,train loss is 0.011338770389556885
epoch 91, 255/540,train loss is 0.014009958133101463
epoch 91, 270/540,train loss is 0.012237357906997204
